
--- STUDENTINFO ---
,count,mean,std,min,25%,50%,75%,max,kurtosis,skew
id_student,32593.0,706687.6691314086,549167.313855204,3733.0,508573.0,590310.0,644453.0,2716795.0,5.200364181081772,2.454250234790366
num_of_prev_attempts,32593.0,0.16322523241186757,0.47975847416298945,0.0,0.0,0.0,0.0,6.0,19.431849653597958,3.8076748717289415
studied_credits,32593.0,79.75869051636855,41.07190026123341,30.0,60.0,60.0,120.0,655.0,7.737899151528678,1.8758374097959205
age_band_ord,32593.0,0.3026723529592244,0.47362755625229513,0.0,0.0,0.0,1.0,2.0,-0.42930087307127796,1.0450769724295197
highest_education_ord,32593.0,1.739330531095634,0.7495979979777849,0.0,1.0,2.0,2.0,4.0,-0.34733293548993593,0.45156059860137726
final_result_ord,32593.0,1.9096738563495228,0.94390533689107,0.0,1.0,2.0,3.0,3.0,-0.7038759440192863,-0.48144774765697235
gender_ord,32593.0,0.5484306446169422,0.4976565796708071,0.0,0.0,1.0,1.0,1.0,-1.9622330567363546,-0.194646744848303
region_ord,32593.0,5.880096953333537,3.6889666645233476,0.0,3.0,6.0,9.0,12.0,-1.12210588920421,-0.033860026624042396
disability_ord,32593.0,0.09707605927653178,0.2960658497237382,0.0,0.0,0.0,0.0,1.0,5.409727947148022,2.7220205720170068


--- STUDENTREGISTRATION ---
,count,mean,std,min,25%,50%,75%,max,kurtosis,skew
id_student,32593.0,706687.6691314086,549167.313855204,3733.0,508573.0,590310.0,644453.0,2716795.0,5.200364181081772,2.454250234790366
date_registration,32548.0,-69.4113002335013,49.26052211501902,-322.0,-100.0,-57.0,-29.0,167.0,1.0018116955527745,-1.008369154559121
date_unregistration,10072.0,49.757644956314536,82.46088995813562,-365.0,-2.0,27.0,109.0,444.0,-0.06101869931833859,0.24548580528503205


--- ASSESSMENTS ---
,count,mean,std,min,25%,50%,75%,max,kurtosis,skew
id_assessment,206.0,26473.97572815534,10098.625521273685,1752.0,15023.25,25364.5,34891.75,40088.0,-0.16029740591889352,-0.8045546422732716
date,195.0,145.00512820512822,76.00111891714974,12.0,71.0,152.0,222.0,261.0,-1.3686224397711075,-0.2560346493231055
weight,206.0,20.87378640776699,30.384223959041318,0.0,0.0,12.5,24.25,100.0,2.586504075315497,1.9615512425304389
assessment_type_ord,206.0,1.145631067961165,0.9308560653746141,0.0,0.0,2.0,2.0,2.0,-1.7906584787355218,-0.2946194573543566


--- STUDENTASSESSMENT ---
,count,mean,std,min,25%,50%,75%,max,kurtosis,skew
id_assessment,173912.0,26553.803555821334,8829.784253519334,1752.0,15022.0,25359.0,34883.0,37443.0,-0.695525805360492,-0.5240811171555806
id_student,173912.0,705150.7172248034,552395.1909984985,6516.0,504429.0,585208.0,634498.0,2698588.0,5.042259460474486,2.4283320549627643
date_submitted,173912.0,116.03294194765168,71.48414778039503,-11.0,51.0,116.0,173.0,608.0,-0.8920499966957314,0.17882507367525347
is_banked,173912.0,0.010976815860895165,0.10419399118497936,0.0,0.0,0.0,0.0,1.0,86.11470898882834,9.386890787894854
score,173739.0,75.7995729226023,18.798107229735614,0.0,65.0,80.0,90.0,100.0,1.5294575346199601,-1.0756605927497236


--- VLE ---
,count,mean,std,min,25%,50%,75%,max,kurtosis,skew
id_site,6364.0,726099.094123193,128315.13747347386,526721.0,661592.75,730096.5,814016.25,1077905.0,-0.9306153288445254,-0.14007460179099587
week_from,1121.0,15.2042818911686,8.79286538331151,0.0,8.0,15.0,22.0,29.0,-1.1932186902081323,-0.09634318629477755
week_to,1121.0,15.214986619090098,8.779805777261132,0.0,8.0,15.0,22.0,29.0,-1.1923859772806007,-0.09466531275853485


--- STUDENTVLE ---
,count,mean,std,min,25%,50%,75%,max,kurtosis,skew
id_student,9868110.0,733946.6755369569,584179.5712978893,6516.0,506705.0,588125.0,646432.0,2698588.0,3.7957720737561975,2.1948593951197517
id_site,9868110.0,737233.4171812029,131250.0679087081,526721.0,673519.0,730054.0,877023.0,1049562.0,-1.0658360313641444,-0.2621441469287402
date,9868110.0,94.49917876878146,76.02741112960541,-25.0,24.0,85.0,156.0,269.0,-1.1364193062357797,0.34657306683279016
sum_click,9868110.0,3.885552856626041,9.16260561860891,1.0,1.0,2.0,4.0,6977.0,62410.78524744692,119.50545999149936


--- COURSES ---
,count,mean,std,min,25%,50%,75%,max,kurtosis,skew
module_presentation_length,22.0,255.54545454545453,13.654677456835678,234.0,241.0,261.5,268.0,269.0,-1.8767745205270074,-0.3269425694814658

